Serum,Virus,Study,ID50 (Neutralization Titer)
polyclonal CAP256 Year4,ZM109_4,Doria-Rose2014,156
polyclonal N152,ZM109_4,Huang2014,1856
polyclonal NIH45,ZM109_4,Scheid2011,73
polyclonal NIH45,ZM109_4,Wu2010,73
polyclonal PC64-M35,ZM109_4,Landais2017_dataset1,<50
polyclonal Patient 1,ZM109_4,Scheid2011,86.82
polyclonal Patient 3,ZM109_4,Scheid2011,12.97
polyclonal Patient 8,ZM109_4,Scheid2011,>227
polyclonal QA013,ZM109_4,Williams2018,186
polyclonal CAP206,ZM135_10A,Gray2009a,246
polyclonal CAP256 Year1,ZM135_10A,Doria-Rose2014,<45
polyclonal CAP256 Year2,ZM135_10A,Doria-Rose2014,68
polyclonal CAP256 Year3,ZM135_10A,Doria-Rose2014,69
polyclonal CAP256 Year4,ZM135_10A,Doria-Rose2014,<45
polyclonal NIH45,ZM135_10A,Wu2010,268
polyclonal PC64-M35,ZM135_10A,Landais2017_dataset1,<50
polyclonal PC64-M35,ZM135_10A,Landais2017_dataset2,<50
polyclonal N152,ZM176_66,Huang2014,551
polyclonal NIH45,ZM176_66,Wu2010,15
Polyclonal AIIMS_329 102-months,ZM197_7,Mishra2019_dataset1,167
Polyclonal AIIMS_329 112-months,ZM197_7,Mishra2019_dataset1,349
Polyclonal AIIMS_329 117-months,ZM197_7,Mishra2019_dataset1,<50
Polyclonal AIIMS_329 124-months,ZM197_7,Mishra2019_dataset1,<50
Polyclonal AIIMS_329 131-months,ZM197_7,Mishra2019_dataset1,<50
Polyclonal AIIMS_329 138-months,ZM197_7,Mishra2019_dataset1,<50
Polyclonal AIIMS_329 78-months,ZM197_7,Mishra2019_dataset1,75
Polyclonal AIIMS_329 82-months,ZM197_7,Mishra2019_dataset1,115
Polyclonal AIIMS_329 90-months,ZM197_7,Mishra2019_dataset1,145
Polyclonal AIIMS_330 102-months,ZM197_7,Mishra2019_dataset1,439
Polyclonal AIIMS_330 112-months,ZM197_7,Mishra2019_dataset1,894
Polyclonal AIIMS_330 117-months,ZM197_7,Mishra2019_dataset1,997
Polyclonal AIIMS_330 124-months,ZM197_7,Mishra2019_dataset1,891
Polyclonal AIIMS_330 131-months,ZM197_7,Mishra2019_dataset1,759
Polyclonal AIIMS_330 138-months,ZM197_7,Mishra2019_dataset1,812
Polyclonal AIIMS_330 78-months,ZM197_7,Mishra2019_dataset1,300
Polyclonal AIIMS_330 82-months,ZM197_7,Mishra2019_dataset1,345
Polyclonal AIIMS_330 90-months,ZM197_7,Mishra2019_dataset1,369
polyclonal CAP206,ZM197_7,Gray2009a,309
polyclonal CAP206,ZM197_7,Morris2011,256
polyclonal CAP256 Year1,ZM197_7,Doria-Rose2014,<45
polyclonal CAP256 Year2,ZM197_7,Doria-Rose2014,151
polyclonal CAP256 Year3,ZM197_7,Doria-Rose2014,1062
polyclonal CAP256 Year4,ZM197_7,Doria-Rose2014,1245
polyclonal CH0457 wk8,ZM197_7,Moody2015,209
polyclonal CH0457 wk96,ZM197_7,Moody2015,206
polyclonal N152,ZM197_7,Huang2014,784
polyclonal NIH45,ZM197_7,Wu2010,605
polyclonal PC64-M35,ZM197_7,Landais2017_dataset1,145
Polyclonal AIIMS_329 102-months,ZM214_15,Mishra2019_dataset1,<50
Polyclonal AIIMS_329 112-months,ZM214_15,Mishra2019_dataset1,<50
Polyclonal AIIMS_329 117-months,ZM214_15,Mishra2019_dataset1,<50
Polyclonal AIIMS_329 124-months,ZM214_15,Mishra2019_dataset1,<50
Polyclonal AIIMS_329 131-months,ZM214_15,Mishra2019_dataset1,<50
Polyclonal AIIMS_329 138-months,ZM214_15,Mishra2019_dataset1,163
Polyclonal AIIMS_329 78-months,ZM214_15,Mishra2019_dataset1,<50
Polyclonal AIIMS_329 82-months,ZM214_15,Mishra2019_dataset1,<50
Polyclonal AIIMS_329 90-months,ZM214_15,Mishra2019_dataset1,<50
Polyclonal AIIMS_330 102-months,ZM214_15,Mishra2019_dataset1,349
Polyclonal AIIMS_330 112-months,ZM214_15,Mishra2019_dataset1,512
Polyclonal AIIMS_330 117-months,ZM214_15,Mishra2019_dataset1,487
Polyclonal AIIMS_330 124-months,ZM214_15,Mishra2019_dataset1,468
Polyclonal AIIMS_330 131-months,ZM214_15,Mishra2019_dataset1,891
Polyclonal AIIMS_330 138-months,ZM214_15,Mishra2019_dataset1,1284
Polyclonal AIIMS_330 78-months,ZM214_15,Mishra2019_dataset1,61
Polyclonal AIIMS_330 82-months,ZM214_15,Mishra2019_dataset1,78
Polyclonal AIIMS_330 90-months,ZM214_15,Mishra2019_dataset1,256
polyclonal CAP206,ZM214_15,Gray2009a,<40
polyclonal CAP256 Year1,ZM214_15,Doria-Rose2014,<45
polyclonal CAP256 Year2,ZM214_15,Doria-Rose2014,<45
polyclonal CAP256 Year3,ZM214_15,Doria-Rose2014,920
polyclonal CAP256 Year4,ZM214_15,Doria-Rose2014,538
polyclonal CH0457 wk8,ZM214_15,Moody2015,373
polyclonal CH0457 wk96,ZM214_15,Moody2015,978
polyclonal N152,ZM214_15,Huang2014,6130
polyclonal NIH45,ZM214_15,Wu2010,141
polyclonal PC64-M35,ZM214_15,Landais2017_dataset2,143
polyclonal PC64-M35,ZM214_15,Landais2017_dataset1,81
polyclonal N152,ZM215_8,Huang2014,2557
polyclonal NIH45,ZM215_8,Wu2010,89
polyclonal CAP206,ZM233_6,Gray2009a,<40
polyclonal CAP256 Year1,ZM233_6,Doria-Rose2014,238
polyclonal CAP256 Year2,ZM233_6,Doria-Rose2014,4360
polyclonal CAP256 Year3,ZM233_6,Doria-Rose2014,13476
polyclonal CAP256 Year4,ZM233_6,Doria-Rose2014,5261
polyclonal Donor 31,ZM233_6,Falkowska2014,232
polyclonal N152,ZM233_6,Huang2014,955
polyclonal NIH45,ZM233_6,Wu2010,698
polyclonal PC64-M35,ZM233_6,Landais2017_dataset1,2405
polyclonal CH0457 wk8,ZM246F,Moody2015,446
polyclonal CH0457 wk96,ZM246F,Moody2015,662
polyclonal PC64-M35,ZM246F,Landais2017_dataset1,280
polyclonal CH0457 wk8,ZM247_V1,Moody2015,1557
polyclonal CH0457 wk96,ZM247_V1,Moody2015,2906
polyclonal PC64-M35,ZM247_V1,Landais2017_dataset1,<50
Polyclonal AIIMS_329 102-months,ZM249_1,Mishra2019_dataset1,245
Polyclonal AIIMS_329 112-months,ZM249_1,Mishra2019_dataset1,365
Polyclonal AIIMS_329 117-months,ZM249_1,Mishra2019_dataset1,<50
Polyclonal AIIMS_329 124-months,ZM249_1,Mishra2019_dataset1,<50
Polyclonal AIIMS_329 131-months,ZM249_1,Mishra2019_dataset1,<50
Polyclonal AIIMS_329 138-months,ZM249_1,Mishra2019_dataset1,<50
Polyclonal AIIMS_329 78-months,ZM249_1,Mishra2019_dataset1,<50
Polyclonal AIIMS_329 82-months,ZM249_1,Mishra2019_dataset1,74
Polyclonal AIIMS_329 90-months,ZM249_1,Mishra2019_dataset1,211
Polyclonal AIIMS_330 102-months,ZM249_1,Mishra2019_dataset1,<50
Polyclonal AIIMS_330 112-months,ZM249_1,Mishra2019_dataset1,248
Polyclonal AIIMS_330 117-months,ZM249_1,Mishra2019_dataset1,198
Polyclonal AIIMS_330 124-months,ZM249_1,Mishra2019_dataset1,328
Polyclonal AIIMS_330 131-months,ZM249_1,Mishra2019_dataset1,417
Polyclonal AIIMS_330 138-months,ZM249_1,Mishra2019_dataset1,321
Polyclonal AIIMS_330 78-months,ZM249_1,Mishra2019_dataset1,<50
Polyclonal AIIMS_330 82-months,ZM249_1,Mishra2019_dataset1,<50
Polyclonal AIIMS_330 90-months,ZM249_1,Mishra2019_dataset1,<50
polyclonal CAP206,ZM249_1,Gray2009a,<40
polyclonal CAP256 Year1,ZM249_1,Doria-Rose2014,<45
polyclonal CAP256 Year2,ZM249_1,Doria-Rose2014,<45
polyclonal CAP256 Year3,ZM249_1,Doria-Rose2014,230
polyclonal CAP256 Year4,ZM249_1,Doria-Rose2014,119
polyclonal N152,ZM249_1,Huang2014,896
polyclonal NIH45,ZM249_1,Wu2010,27
polyclonal PC64-M35,ZM249_1,Landais2017_dataset2,1533
polyclonal PC64-M35,ZM249_1,Landais2017_dataset1,867
Polyclonal AIIMS_329 102-months,ZM53_12,Mishra2019_dataset1,223
Polyclonal AIIMS_329 112-months,ZM53_12,Mishra2019_dataset1,214
Polyclonal AIIMS_329 117-months,ZM53_12,Mishra2019_dataset1,594
Polyclonal AIIMS_329 124-months,ZM53_12,Mishra2019_dataset1,645
Polyclonal AIIMS_329 131-months,ZM53_12,Mishra2019_dataset1,353
Polyclonal AIIMS_329 138-months,ZM53_12,Mishra2019_dataset1,1310
Polyclonal AIIMS_329 78-months,ZM53_12,Mishra2019_dataset1,169
Polyclonal AIIMS_329 82-months,ZM53_12,Mishra2019_dataset1,177
Polyclonal AIIMS_329 90-months,ZM53_12,Mishra2019_dataset1,188
Polyclonal AIIMS_330 102-months,ZM53_12,Mishra2019_dataset1,798
Polyclonal AIIMS_330 112-months,ZM53_12,Mishra2019_dataset1,184
Polyclonal AIIMS_330 117-months,ZM53_12,Mishra2019_dataset1,998
Polyclonal AIIMS_330 124-months,ZM53_12,Mishra2019_dataset1,1285
Polyclonal AIIMS_330 131-months,ZM53_12,Mishra2019_dataset1,528
Polyclonal AIIMS_330 138-months,ZM53_12,Mishra2019_dataset1,1081
Polyclonal AIIMS_330 78-months,ZM53_12,Mishra2019_dataset1,647
Polyclonal AIIMS_330 82-months,ZM53_12,Mishra2019_dataset1,714
Polyclonal AIIMS_330 90-months,ZM53_12,Mishra2019_dataset1,787
polyclonal CAP256 Year1,ZM53_12,Doria-Rose2014,979
polyclonal CAP256 Year2,ZM53_12,Doria-Rose2014,14218
polyclonal CAP256 Year3,ZM53_12,Doria-Rose2014,13474
polyclonal CAP256 Year4,ZM53_12,Doria-Rose2014,15460
polyclonal N152,ZM53_12,Huang2014,7255
polyclonal NIH45,ZM53_12,Scheid2011,317
polyclonal NIH45,ZM53_12,Wu2010,317
polyclonal PC64-M35,ZM53_12,Landais2017_dataset1,80
polyclonal Patient 1,ZM53_12,Scheid2011,60.7
polyclonal Patient 3,ZM53_12,Scheid2011,383.37
polyclonal Patient 8,ZM53_12,Scheid2011,>227
polyclonal N152,ZM55_28A,Huang2014,133
polyclonal NIH45,ZM55_28A,Wu2010,156
polyclonal N152,271_11,Huang2014,2733
polyclonal NIH45,271_11,Wu2010,55
polyclonal NIH45,57128_02,Wu2010,38
polyclonal Donor 17,92RW021,Walker2011,2343.6
polyclonal Donor 24,92RW021,Walker2009a,316
polyclonal Donor 36,92RW021,Walker2011,4204.8
polyclonal Donor 39,92RW021,Walker2011,428
polyclonal Donor 84,92RW021,Walker2011,1092.2
polyclonal Donor 24,IAVI_C18,Walker2009a,577
polyclonal Donor 24,IAVI_C22,Walker2009a,1002
polyclonal PC64-M35,IAVI_C22,Landais2017_dataset2,303
polyclonal Donor 24,IAVI_C3,Walker2009a,443
polyclonal Donor 17,MGRM_AE_001,Walker2011,<100
polyclonal Donor 24,MGRM_AE_001,Walker2009a,<100
polyclonal Donor 36,MGRM_AE_001,Walker2011,222.6
polyclonal Donor 39,MGRM_AE_001,Walker2011,223
polyclonal Donor 84,MGRM_AE_001,Walker2011,<100
polyclonal Donor 17,MGRM_AE_002,Walker2011,<100
polyclonal Donor 24,MGRM_AE_002,Walker2009a,653
polyclonal Donor 36,MGRM_AE_002,Walker2011,254
polyclonal Donor 39,MGRM_AE_002,Walker2011,249
polyclonal Donor 84,MGRM_AE_002,Walker2011,169.1
polyclonal Donor 17,MGRM_AE_003,Walker2011,<100
polyclonal Donor 24,MGRM_AE_003,Walker2009a,211
polyclonal Donor 36,MGRM_AE_003,Walker2011,<100
polyclonal Donor 39,MGRM_AE_003,Walker2011,181
polyclonal Donor 84,MGRM_AE_003,Walker2011,150
polyclonal Donor 17,MGRM_AE_004,Walker2011,<100
polyclonal Donor 24,MGRM_AE_004,Walker2009a,1773
polyclonal Donor 36,MGRM_AE_004,Walker2011,131.7
polyclonal Donor 39,MGRM_AE_004,Walker2011,123
polyclonal Donor 84,MGRM_AE_004,Walker2011,6926.5
polyclonal Donor 17,MGRM_AE_005,Walker2011,<100
polyclonal Donor 24,MGRM_AE_005,Walker2009a,223
polyclonal Donor 36,MGRM_AE_005,Walker2011,2772.2
polyclonal Donor 39,MGRM_AE_005,Walker2011,265
polyclonal Donor 84,MGRM_AE_005,Walker2011,208.2
polyclonal Donor 17,MGRM_AE_006,Walker2011,<100
polyclonal Donor 24,MGRM_AE_006,Walker2009a,151
polyclonal Donor 36,MGRM_AE_006,Walker2011,1352.7
polyclonal Donor 39,MGRM_AE_006,Walker2011,194
polyclonal Donor 84,MGRM_AE_006,Walker2011,117.5
polyclonal Donor 17,MGRM_AE_007,Walker2011,<100
polyclonal Donor 24,MGRM_AE_007,Walker2009a,176
polyclonal Donor 36,MGRM_AE_007,Walker2011,444.5
polyclonal Donor 39,MGRM_AE_007,Walker2011,184
polyclonal Donor 84,MGRM_AE_007,Walker2011,270.9
polyclonal Donor 17,MGRM_AE_008,Walker2011,<100
polyclonal Donor 24,MGRM_AE_008,Walker2009a,141
polyclonal Donor 36,MGRM_AE_008,Walker2011,<100
polyclonal Donor 39,MGRM_AE_008,Walker2011,341
polyclonal Donor 84,MGRM_AE_008,Walker2011,611.7
polyclonal Donor 17,MGRM_AG_001,Walker2011,174.8
polyclonal Donor 24,MGRM_AG_001,Walker2009a,388
polyclonal Donor 36,MGRM_AG_001,Walker2011,302.2
polyclonal Donor 39,MGRM_AG_001,Walker2011,499
polyclonal Donor 84,MGRM_AG_001,Walker2011,292.1
polyclonal Donor 17,MGRM_AG_003,Walker2011,<100
polyclonal Donor 24,MGRM_AG_003,Walker2009a,<100
polyclonal Donor 36,MGRM_AG_003,Walker2011,<100
polyclonal Donor 39,MGRM_AG_003,Walker2011,121
polyclonal Donor 84,MGRM_AG_003,Walker2011,505.3
polyclonal Donor 17,MGRM_AG_005,Walker2011,517.3
polyclonal Donor 24,MGRM_AG_005,Walker2009a,150
polyclonal Donor 36,MGRM_AG_005,Walker2011,865.9
polyclonal Donor 39,MGRM_AG_005,Walker2011,708
polyclonal Donor 84,MGRM_AG_005,Walker2011,775.6
polyclonal Donor 17,MGRM_AG_006,Walker2011,1105.3
polyclonal Donor 24,MGRM_AG_006,Walker2009a,<100
polyclonal Donor 36,MGRM_AG_006,Walker2011,4106
polyclonal Donor 39,MGRM_AG_006,Walker2011,536
polyclonal Donor 84,MGRM_AG_006,Walker2011,321.1
polyclonal Donor 17,MGRM_AG_008,Walker2011,125.1
polyclonal Donor 24,MGRM_AG_008,Walker2009a,1518
polyclonal Donor 36,MGRM_AG_008,Walker2011,<100
polyclonal Donor 39,MGRM_AG_008,Walker2011,692
polyclonal Donor 84,MGRM_AG_008,Walker2011,827.8
polyclonal Donor 17,MGRM_AG_009,Walker2011,525.2
polyclonal Donor 24,MGRM_AG_009,Walker2009a,<100
polyclonal Donor 36,MGRM_AG_009,Walker2011,220.2
polyclonal Donor 39,MGRM_AG_009,Walker2011,128
polyclonal Donor 84,MGRM_AG_009,Walker2011,101.4
polyclonal Donor 17,MGRM_AG_011,Walker2011,<100
polyclonal Donor 24,MGRM_AG_011,Walker2009a,1427
polyclonal Donor 36,MGRM_AG_011,Walker2011,228.1
polyclonal Donor 39,MGRM_AG_011,Walker2011,274
polyclonal Donor 84,MGRM_AG_011,Walker2011,2785.8
polyclonal Donor 17,MGRM_AG_012,Walker2011,104.9
polyclonal Donor 24,MGRM_AG_012,Walker2009a,<100
polyclonal Donor 36,MGRM_AG_012,Walker2011,136.6
polyclonal Donor 39,MGRM_AG_012,Walker2011,235
polyclonal Donor 84,MGRM_AG_012,Walker2011,<100
polyclonal Donor 17,MGRM_AG_013,Walker2011,321.2
polyclonal Donor 24,MGRM_AG_013,Walker2009a,<100
polyclonal Donor 36,MGRM_AG_013,Walker2011,2055.6
polyclonal Donor 39,MGRM_AG_013,Walker2011,303
polyclonal Donor 84,MGRM_AG_013,Walker2011,319.1
polyclonal Donor 17,MGRM_A_001,Walker2011,<100
polyclonal Donor 24,MGRM_A_001,Walker2009a,<100
polyclonal Donor 36,MGRM_A_001,Walker2011,<100
polyclonal Donor 39,MGRM_A_001,Walker2011,149
polyclonal Donor 84,MGRM_A_001,Walker2011,231.7
polyclonal Donor 17,MGRM_A_002,Walker2011,839.3
polyclonal Donor 24,MGRM_A_002,Walker2009a,804
polyclonal Donor 36,MGRM_A_002,Walker2011,2782.2
polyclonal Donor 39,MGRM_A_002,Walker2011,264
polyclonal Donor 84,MGRM_A_002,Walker2011,533
polyclonal Donor 17,MGRM_A_003,Walker2011,<100
polyclonal Donor 24,MGRM_A_003,Walker2009a,<100
polyclonal Donor 36,MGRM_A_003,Walker2011,<100
polyclonal Donor 39,MGRM_A_003,Walker2011,375
polyclonal Donor 84,MGRM_A_003,Walker2011,612.2
polyclonal Donor 17,MGRM_A_004,Walker2011,<100
polyclonal Donor 24,MGRM_A_004,Walker2009a,523
polyclonal Donor 36,MGRM_A_004,Walker2011,<100
polyclonal Donor 39,MGRM_A_004,Walker2011,319
polyclonal Donor 84,MGRM_A_004,Walker2011,4567.2
polyclonal Donor 17,MGRM_A_005,Walker2011,<100
polyclonal Donor 24,MGRM_A_005,Walker2009a,175
polyclonal Donor 36,MGRM_A_005,Walker2011,<100
polyclonal Donor 39,MGRM_A_005,Walker2011,282
polyclonal Donor 84,MGRM_A_005,Walker2011,151.2
polyclonal Donor 17,MGRM_A_006,Walker2011,260.6
polyclonal Donor 24,MGRM_A_006,Walker2009a,131
polyclonal Donor 36,MGRM_A_006,Walker2011,120
polyclonal Donor 39,MGRM_A_006,Walker2011,564
polyclonal Donor 84,MGRM_A_006,Walker2011,646.5
polyclonal Donor 17,MGRM_A_007,Walker2011,<100
polyclonal Donor 24,MGRM_A_007,Walker2009a,142
polyclonal Donor 36,MGRM_A_007,Walker2011,<100
polyclonal Donor 39,MGRM_A_007,Walker2011,556
polyclonal Donor 84,MGRM_A_007,Walker2011,<100
polyclonal Donor 17,MGRM_A_008,Walker2011,<100
polyclonal Donor 24,MGRM_A_008,Walker2009a,142
polyclonal Donor 36,MGRM_A_008,Walker2011,<100
polyclonal Donor 39,MGRM_A_008,Walker2011,196
polyclonal Donor 84,MGRM_A_008,Walker2011,<100
polyclonal Donor 17,MGRM_A_009,Walker2011,4535.8
polyclonal Donor 24,MGRM_A_009,Walker2009a,941
polyclonal Donor 36,MGRM_A_009,Walker2011,1611.4
polyclonal Donor 39,MGRM_A_009,Walker2011,286
polyclonal Donor 84,MGRM_A_009,Walker2011,2228.7
polyclonal Donor 17,MGRM_A_010,Walker2011,271.3
polyclonal Donor 24,MGRM_A_010,Walker2009a,1430
polyclonal Donor 36,MGRM_A_010,Walker2011,2779.2
polyclonal Donor 39,MGRM_A_010,Walker2011,279
polyclonal Donor 84,MGRM_A_010,Walker2011,1704.2
polyclonal Donor 17,MGRM_A_011,Walker2011,<100
polyclonal Donor 24,MGRM_A_011,Walker2009a,404
polyclonal Donor 36,MGRM_A_011,Walker2011,<100
polyclonal Donor 39,MGRM_A_011,Walker2011,169
polyclonal Donor 84,MGRM_A_011,Walker2011,242.3
polyclonal Donor 17,MGRM_A_012,Walker2011,229.9
polyclonal Donor 24,MGRM_A_012,Walker2009a,<100
polyclonal Donor 36,MGRM_A_012,Walker2011,270.6
polyclonal Donor 39,MGRM_A_012,Walker2011,215
polyclonal Donor 84,MGRM_A_012,Walker2011,<100
polyclonal Donor 17,MGRM_A_013,Walker2011,892
polyclonal Donor 24,MGRM_A_013,Walker2009a,350
polyclonal Donor 36,MGRM_A_013,Walker2011,835.9
polyclonal Donor 39,MGRM_A_013,Walker2011,776
polyclonal Donor 84,MGRM_A_013,Walker2011,162.8
polyclonal Donor 17,MGRM_A_014,Walker2011,7222.6
polyclonal Donor 24,MGRM_A_014,Walker2009a,158
polyclonal Donor 36,MGRM_A_014,Walker2011,705.2
polyclonal Donor 39,MGRM_A_014,Walker2011,681
polyclonal Donor 84,MGRM_A_014,Walker2011,412.6
polyclonal Donor 17,MGRM_CHRONIC_B_001,Walker2011,330.1
polyclonal Donor 24,MGRM_CHRONIC_B_001,Walker2009a,<100
polyclonal Donor 36,MGRM_CHRONIC_B_001,Walker2011,246
polyclonal Donor 39,MGRM_CHRONIC_B_001,Walker2011,390
polyclonal Donor 84,MGRM_CHRONIC_B_001,Walker2011,160.6
polyclonal Donor 17,MGRM_CHRONIC_B_002,Walker2011,200.1
polyclonal Donor 24,MGRM_CHRONIC_B_002,Walker2009a,220
polyclonal Donor 36,MGRM_CHRONIC_B_002,Walker2011,344.4
polyclonal Donor 39,MGRM_CHRONIC_B_002,Walker2011,320
polyclonal Donor 84,MGRM_CHRONIC_B_002,Walker2011,<100
polyclonal Donor 17,MGRM_CHRONIC_B_003,Walker2011,3664.9
polyclonal Donor 24,MGRM_CHRONIC_B_003,Walker2009a,280
polyclonal Donor 36,MGRM_CHRONIC_B_003,Walker2011,370.4
polyclonal Donor 39,MGRM_CHRONIC_B_003,Walker2011,103
polyclonal Donor 84,MGRM_CHRONIC_B_003,Walker2011,307.2
polyclonal Donor 17,MGRM_CHRONIC_B_004,Walker2011,1874.9
polyclonal Donor 24,MGRM_CHRONIC_B_004,Walker2009a,1316
polyclonal Donor 36,MGRM_CHRONIC_B_004,Walker2011,1463.1
polyclonal Donor 39,MGRM_CHRONIC_B_004,Walker2011,304
polyclonal Donor 84,MGRM_CHRONIC_B_004,Walker2011,796.5
polyclonal Donor 17,MGRM_CHRONIC_B_008,Walker2011,2805.1
polyclonal Donor 24,MGRM_CHRONIC_B_008,Walker2009a,140
polyclonal Donor 36,MGRM_CHRONIC_B_008,Walker2011,260.2
polyclonal Donor 39,MGRM_CHRONIC_B_008,Walker2011,685
polyclonal Donor 84,MGRM_CHRONIC_B_008,Walker2011,251.8
polyclonal Donor 17,MGRM_CHRONIC_B_010,Walker2011,1145.5
polyclonal Donor 24,MGRM_CHRONIC_B_010,Walker2009a,1640
polyclonal Donor 36,MGRM_CHRONIC_B_010,Walker2011,3234.8
polyclonal Donor 39,MGRM_CHRONIC_B_010,Walker2011,383
polyclonal Donor 84,MGRM_CHRONIC_B_010,Walker2011,443
polyclonal Donor 17,MGRM_CHRONIC_B_011,Walker2011,130.8
polyclonal Donor 24,MGRM_CHRONIC_B_011,Walker2009a,249
polyclonal Donor 36,MGRM_CHRONIC_B_011,Walker2011,1030.2
polyclonal Donor 39,MGRM_CHRONIC_B_011,Walker2011,759
polyclonal Donor 84,MGRM_CHRONIC_B_011,Walker2011,458.4
polyclonal Donor 17,MGRM_CHRONIC_B_012,Walker2011,903.5
polyclonal Donor 24,MGRM_CHRONIC_B_012,Walker2009a,304
polyclonal Donor 36,MGRM_CHRONIC_B_012,Walker2011,634.2
polyclonal Donor 39,MGRM_CHRONIC_B_012,Walker2011,664
polyclonal Donor 84,MGRM_CHRONIC_B_012,Walker2011,480.6
polyclonal Donor 17,MGRM_CHRONIC_B_017,Walker2011,132.7
polyclonal Donor 24,MGRM_CHRONIC_B_017,Walker2009a,644
polyclonal Donor 36,MGRM_CHRONIC_B_017,Walker2011,<100
polyclonal Donor 39,MGRM_CHRONIC_B_017,Walker2011,383
polyclonal Donor 84,MGRM_CHRONIC_B_017,Walker2011,317.6
polyclonal Donor 17,MGRM_CHRONIC_B_018,Walker2011,<100
polyclonal Donor 24,MGRM_CHRONIC_B_018,Walker2009a,180
polyclonal Donor 36,MGRM_CHRONIC_B_018,Walker2011,289.3
polyclonal Donor 39,MGRM_CHRONIC_B_018,Walker2011,375
polyclonal Donor 84,MGRM_CHRONIC_B_018,Walker2011,612.7
polyclonal Donor 17,MGRM_CHRONIC_B_020,Walker2011,4132.2
polyclonal Donor 24,MGRM_CHRONIC_B_020,Walker2009a,<100
polyclonal Donor 36,MGRM_CHRONIC_B_020,Walker2011,858.8
polyclonal Donor 39,MGRM_CHRONIC_B_020,Walker2011,305
polyclonal Donor 84,MGRM_CHRONIC_B_020,Walker2011,390.1
polyclonal Donor 17,MGRM_CHRONIC_B_023,Walker2011,2216.5
polyclonal Donor 24,MGRM_CHRONIC_B_023,Walker2009a,286
polyclonal Donor 36,MGRM_CHRONIC_B_023,Walker2011,196.7
polyclonal Donor 39,MGRM_CHRONIC_B_023,Walker2011,523
polyclonal Donor 84,MGRM_CHRONIC_B_023,Walker2011,950
polyclonal Donor 17,MGRM_CHRONIC_B_024,Walker2011,157.1
polyclonal Donor 24,MGRM_CHRONIC_B_024,Walker2009a,884
polyclonal Donor 36,MGRM_CHRONIC_B_024,Walker2011,104.1
polyclonal Donor 39,MGRM_CHRONIC_B_024,Walker2011,110
polyclonal Donor 84,MGRM_CHRONIC_B_024,Walker2011,1060.2
polyclonal Donor 17,MGRM_C_001,Walker2011,<100
polyclonal Donor 24,MGRM_C_001,Walker2009a,175
polyclonal Donor 36,MGRM_C_001,Walker2011,<100
polyclonal Donor 39,MGRM_C_001,Walker2011,174
polyclonal Donor 84,MGRM_C_001,Walker2011,117
polyclonal Donor 17,MGRM_C_002,Walker2011,1799.2
polyclonal Donor 24,MGRM_C_002,Walker2009a,<100
polyclonal Donor 36,MGRM_C_002,Walker2011,704.1
polyclonal Donor 39,MGRM_C_002,Walker2011,556
polyclonal Donor 84,MGRM_C_002,Walker2011,733.6
polyclonal Donor 17,MGRM_C_004,Walker2011,2177.9
polyclonal Donor 24,MGRM_C_004,Walker2009a,183
polyclonal Donor 36,MGRM_C_004,Walker2011,327.9
polyclonal Donor 39,MGRM_C_004,Walker2011,2064
polyclonal Donor 84,MGRM_C_004,Walker2011,234.5
polyclonal Donor 17,MGRM_C_005,Walker2011,1323.5
polyclonal Donor 24,MGRM_C_005,Walker2009a,306
polyclonal Donor 36,MGRM_C_005,Walker2011,383
polyclonal Donor 39,MGRM_C_005,Walker2011,600
polyclonal Donor 84,MGRM_C_005,Walker2011,405.1
polyclonal Donor 17,MGRM_C_006,Walker2011,1681.6
polyclonal Donor 24,MGRM_C_006,Walker2009a,224
polyclonal Donor 36,MGRM_C_006,Walker2011,532.3
polyclonal Donor 39,MGRM_C_006,Walker2011,564
polyclonal Donor 84,MGRM_C_006,Walker2011,1231.3
polyclonal Donor 17,MGRM_C_007,Walker2011,330.7
polyclonal Donor 24,MGRM_C_007,Walker2009a,598
polyclonal Donor 36,MGRM_C_007,Walker2011,<100
polyclonal Donor 39,MGRM_C_007,Walker2011,442
polyclonal Donor 84,MGRM_C_007,Walker2011,244.2
polyclonal Donor 17,MGRM_C_008,Walker2011,1742.3
polyclonal Donor 24,MGRM_C_008,Walker2009a,160
polyclonal Donor 36,MGRM_C_008,Walker2011,<100
polyclonal Donor 39,MGRM_C_008,Walker2011,903
polyclonal Donor 84,MGRM_C_008,Walker2011,223.3
polyclonal Donor 17,MGRM_C_009,Walker2011,<100
polyclonal Donor 24,MGRM_C_009,Walker2009a,<100
polyclonal Donor 36,MGRM_C_009,Walker2011,<100
polyclonal Donor 39,MGRM_C_009,Walker2011,224
polyclonal Donor 84,MGRM_C_009,Walker2011,460.9
polyclonal Donor 17,MGRM_C_010,Walker2011,<100
polyclonal Donor 24,MGRM_C_010,Walker2009a,<100
polyclonal Donor 36,MGRM_C_010,Walker2011,<100
polyclonal Donor 39,MGRM_C_010,Walker2011,316
polyclonal Donor 84,MGRM_C_010,Walker2011,836.6
polyclonal Donor 17,MGRM_C_012,Walker2011,716.3
polyclonal Donor 24,MGRM_C_012,Walker2009a,432
polyclonal Donor 36,MGRM_C_012,Walker2011,169.8
polyclonal Donor 39,MGRM_C_012,Walker2011,2150
